sentence,true_book,similarity_The Adventures of Alice in Wonderland,similarity_Anna Karenina,similarity_Wuthering Heights,similarity_Frankenstein,belongs_to_The Adventures of Alice in Wonderland,belongs_to_Anna Karenina,belongs_to_Wuthering Heights,belongs_to_Frankenstein,knn_best_book,knn_best_score,num_books_belongs_to,knn_confidence
"A flash of lightning illuminated the object, and discovered its shape plainly to me; its gigantic stature, and the deformity of its aspect more hideous than belongs to humanity, instantly informed me that it was the wretch, the filthy d mon, to whom I had given life.",Frankenstein,0.0,0.0,0.2638504033477433,0.7361495966522568,0,0,0,1,Frankenstein,0.7361495966522568,1.0,0.4722991933045135
"I told them I intended by no means to encourage their tricks: but as the prisoner had never broken his fast since yesterday s dinner, I would wink at his cheating Mr. Hindley that once.",Wuthering Heights,0.0,0.19828461604869438,0.6723044304391024,0.1294109535122032,0,0,1,0,Wuthering Heights,0.6723044304391024,1.0,0.47401981439040797
"The scene was perfectly solitary; a few boats were returning towards land, but I sailed away from them.",Frankenstein,0.0,0.19420532493915102,0.26683850217484856,0.5389561728860004,0,0,0,1,Frankenstein,0.5389561728860004,1.0,0.27211767071115184
"When Levin turned towards it, it was already some way off.",Anna Karenina,0.0,0.8721968880047768,0.0639325495485718,0.06387056244665136,0,1,0,0,Anna Karenina,0.8721968880047768,1.0,0.8082643384562049
"don t, Miss Catherine!",Wuthering Heights,0.19873576060893783,0.531506339840615,0.20303577769599995,0.06672212185444715,0,1,1,0,Anna Karenina,0.531506339840615,2.0,0.32847056214461506
she asked Petrov.,Anna Karenina,0.0,0.868510229274738,0.13148977072526205,0.0,0,1,0,0,Anna Karenina,0.868510229274738,1.0,0.737020458549476
But Mr. Heathcliff forms a singular contrast to his abode and style of living.,Wuthering Heights,0.0,0.6522615692760121,0.34773843072398797,0.0,0,1,1,0,Anna Karenina,0.6522615692760121,2.0,0.3045231385520241
"She said it to the Knave of Hearts, who only bowed and smiled in reply.",The Adventures of Alice in Wonderland,0.07927445267035167,0.7894055726033062,0.06474246395209013,0.0665775107742519,1,1,0,0,Anna Karenina,0.7894055726033062,2.0,0.7101311199329545
"I will, father, he panted.",Wuthering Heights,0.06406173319103659,0.33277649340220516,0.6031617734067583,0.0,0,0,1,0,Wuthering Heights,0.6031617734067583,1.0,0.2703852800045531
"It won t do my wife any harm, and it ll amuse me.",Anna Karenina,0.0,0.34865779857202556,0.4556270974930584,0.19571510393491603,0,1,1,0,Wuthering Heights,0.4556270974930584,2.0,0.10696929892103285
Marriage had never presented itself to him as a possibility.,Anna Karenina,0.06419708120834813,0.6071366281330065,0.1989196767589987,0.1297466138996467,0,1,0,0,Anna Karenina,0.6071366281330065,1.0,0.4082169513740078
I must be growing small again.,The Adventures of Alice in Wonderland,0.3529598615045914,0.5801258318187132,0.06691430667669539,0.0,1,1,0,0,Anna Karenina,0.5801258318187132,2.0,0.22716597031412183
"Edgar, though he felt for the boy, could not consent to grant his request; because he could not accompany Catherine.",Wuthering Heights,0.0,0.8664207004719456,0.13357929952805436,0.0,0,1,1,0,Anna Karenina,0.8664207004719456,2.0,0.7328414009438913
"I m afraid I can t put it more clearly, Alice replied very politely, for I can t understand it myself to begin with; and being so many different sizes in a day is very confusing.",The Adventures of Alice in Wonderland,0.42069438896936345,0.5151176418737422,0.06418796915689438,0.0,1,1,0,0,Anna Karenina,0.5151176418737422,2.0,0.09442325290437875
Half Moscow and Petersburg were friends and relations of Stepan Arkadyevitch.,Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Have you, he said, really spent your time in studying such nonsense?",Frankenstein,0.06570464674196907,0.33367272525642544,0.5339653756422185,0.06665725235938702,0,0,1,1,Wuthering Heights,0.5339653756422185,2.0,0.20029265038579303
"The latter method of obtaining the desired intelligence was dilatory and unsatisfactory; besides, I had an insurmountable aversion to the idea of engaging myself in my loathsome task in my father s house while in habits of familiar intercourse with those I loved.",Frankenstein,0.0,0.0,0.19438045341456103,0.805619546585439,0,0,0,1,Frankenstein,0.805619546585439,1.0,0.611239093170878
Let the cursed and hellish monster drink deep of agony; let him feel the despair that now torments me.,Frankenstein,0.0,0.0,0.1307831445701991,0.8692168554298009,0,0,0,1,Frankenstein,0.8692168554298009,1.0,0.7384337108596017
Henry Clerval was the son of a merchant of Geneva.,Frankenstein,0.06460888037364979,0.6416666149786667,0.0,0.29372450464768346,0,1,0,1,Anna Karenina,0.6416666149786667,2.0,0.34794211033098327
"But this difficult conversation Anna directed with her usual tact and naturalness, and indeed she did so with actual enjoyment, as Darya Alexandrovna observed.",Anna Karenina,0.0,0.9345655026757972,0.06543449732420283,0.0,0,1,0,0,Anna Karenina,0.9345655026757972,1.0,0.8691310053515944
In a thousand ways he smoothed for me the path of knowledge and made the most abstruse inquiries clear and facile to my apprehension.,Frankenstein,0.0,0.06451766021386686,0.46133593040429377,0.4741464093818394,0,0,1,1,Frankenstein,0.4741464093818394,2.0,0.012810478977545614
"I told you, you know....",Anna Karenina,0.0,0.8039772206599316,0.19602277934006837,0.0,0,1,0,0,Anna Karenina,0.8039772206599316,1.0,0.6079544413198632
"Stiva told me, and I congratulate you.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"To decline the flattering and dangerous appointment at Tashkend would have been, Vronsky had till then considered, disgraceful and impossible.",Anna Karenina,0.06568273314876429,0.9343172668512357,0.0,0.0,0,1,0,0,Anna Karenina,0.9343172668512357,1.0,0.8686345337024715
"Being thus provided, I resolved to reside in this hovel until something should occur which might alter my determination.",Frankenstein,0.0,0.2607397485132944,0.12908912135461786,0.6101711301320877,0,0,0,1,Frankenstein,0.6101711301320877,1.0,0.3494313816187933
The same expression of delight replaced the look of uneasiness on Golenishtchev s face.,Anna Karenina,0.0,0.9342446600333235,0.0,0.06575533996667653,0,1,0,0,Anna Karenina,0.9342446600333235,1.0,0.868489320066647
Who are you?,Wuthering Heights,0.13437424031401735,0.45804218356454723,0.34055881985423,0.06702475626720544,0,1,1,0,Anna Karenina,0.45804218356454723,2.0,0.11748336371031726
"And, loving her as he did, though he did not understand the reason of them, and jeered at these domestic pursuits, he could not help admiring them.",Anna Karenina,0.0,0.8048994677486208,0.13088916747244883,0.06421136477893039,0,1,0,0,Anna Karenina,0.8048994677486208,1.0,0.6740103002761719
"He turned on hearing a noise, and perceiving me, shrieked loudly, and quitting the hut, ran across the fields with a speed of which his debilitated form hardly appeared capable.",Frankenstein,0.0,0.2659546078024782,0.668536640922777,0.06550875127474474,0,0,1,1,Wuthering Heights,0.668536640922777,2.0,0.4025820331202988
"Oh, I m so glad!",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
Is not a divorce possible?,Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Mrs. Linton saw Isabella tear herself free, and run into the garden; and a minute after, Heathcliff opened the door.",Wuthering Heights,0.13280437259498368,0.7335493245703802,0.13364630283463605,0.0,0,1,1,0,Anna Karenina,0.7335493245703802,2.0,0.5999030217357442
"There s a class instinct, too, of what one ought and oughtn t to do.",Anna Karenina,0.0,0.7989585591658078,0.06700154912997949,0.13403989170421263,0,1,0,0,Anna Karenina,0.7989585591658078,1.0,0.6649186674615952
"She was the most winning thing that ever brought sunshine into a desolate house: a real beauty in face, with the Earnshaws handsome dark eyes, but the Lintons fair skin and small features, and yellow curling hair.",Wuthering Heights,0.0,0.5230677811059775,0.3452105070954931,0.13172171179852943,0,1,1,0,Anna Karenina,0.5230677811059775,2.0,0.1778572740104844
I had read _Earnshaw_ twenty times for Linton) I m come home: I d lost my way on the moor!,Wuthering Heights,0.0,0.5221178791266283,0.2812212536527175,0.19666086722065418,0,1,1,0,Anna Karenina,0.5221178791266283,2.0,0.24089662547391083
"Come, it s time for you to dress now, she added, after a pause, and, never letting go his hands, she sat down by his bedside on the chair, where his clothes were put ready for him.",Anna Karenina,0.06595263933962055,0.673685387842892,0.2603619728174874,0.0,0,1,0,0,Anna Karenina,0.673685387842892,1.0,0.4133234150254046
Darya Alexandrovna dozed and waked up only on reaching the inn where the horses were to be changed.,Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"It s yon flaysome, graceless quean, that s witched our lad, wi her bold een and her forrard ways till Nay!",Wuthering Heights,0.0,0.1995660527439621,0.6000492135131591,0.20038473374287882,0,0,1,0,Wuthering Heights,0.6000492135131591,1.0,0.3996644797702803
The charge flew into the ground without doing harm to anyone.,Anna Karenina,0.06913693753120823,0.6621022469639644,0.1343494464655913,0.13441136903923612,0,1,0,0,Anna Karenina,0.6621022469639644,1.0,0.5276908779247282
"She also might turn with disgust from him to the superior beauty of man; she might quit him, and he be again alone, exasperated by the fresh provocation of being deserted by one of his own species.",Frankenstein,0.0,0.7881976594561109,0.13366621873889675,0.07813612180499234,0,1,0,1,Anna Karenina,0.7881976594561109,2.0,0.6545314407172141
"And so, simply and easily, thanks to the facilities of town life, Levin settled a question which, in the country, would have called for so much personal trouble and exertion, and going out onto the steps, he called a sledge, sat down, and drove to Nikitsky.",Anna Karenina,0.0,0.8681620431422201,0.06589195544287998,0.06594600141489985,0,1,0,0,Anna Karenina,0.8681620431422201,1.0,0.8022160417273203
"My dear young lady, I exclaimed, I ll stir nowhere, and hear nothing, till you have removed every article of your clothes, and put on dry things; and certainly you shall not go to Gimmerton to-night, so it is needless to order the carriage.",Wuthering Heights,0.1978053719381751,0.26023638261017124,0.5419582454516537,0.0,0,0,1,0,Wuthering Heights,0.5419582454516537,1.0,0.2817218628414825
"Alice said; but was dreadfully puzzled by the whole thing, and longed to change the subject.",The Adventures of Alice in Wonderland,0.27970009250213307,0.5879857710542571,0.13231413644360981,0.0,1,1,0,0,Anna Karenina,0.5879857710542571,2.0,0.308285678552124
"Yet I ask you not to spare me; listen to me, and then, if you can, and if you will, destroy the work of your hands.",Frankenstein,0.0,0.12896691833809962,0.3285685296400532,0.5424645520218473,0,0,0,1,Frankenstein,0.5424645520218473,1.0,0.21389602238179412
The first thing she heard was a general chorus of There goes Bill!,The Adventures of Alice in Wonderland,0.3484036682874345,0.5212921711845202,0.13030416052804533,0.0,1,1,0,0,Anna Karenina,0.5212921711845202,2.0,0.17288850289708568
"I listened to his statement, which was delivered without any presumption or affectation, and then added that his lecture had removed my prejudices against modern chemists; I expressed myself in measured terms, with the modesty and deference due from a youth to his instructor, without letting escape (inexperience in life would have made me ashamed) any of the enthusiasm which stimulated my intended labours.",Frankenstein,0.0,0.19624140147592636,0.3231657505370131,0.4805928479870606,0,0,1,1,Frankenstein,0.4805928479870606,2.0,0.15742709745004752
said the Lory.,The Adventures of Alice in Wonderland,0.20742028556262845,0.4579809497501506,0.33459876468722094,0.0,1,1,1,0,Anna Karenina,0.4579809497501506,3.0,0.12338218506292964
I trembled.,Frankenstein,0.0,0.0,0.6546407992621228,0.3453592007378772,0,0,1,1,Wuthering Heights,0.6546407992621228,2.0,0.30928159852424564
"I don t like the look of it at all, said the King: however, it may kiss my hand if it likes.",The Adventures of Alice in Wonderland,0.08492099593440439,0.6537861342891215,0.2612928697764741,0.0,1,1,0,0,Anna Karenina,0.6537861342891215,2.0,0.3924932645126474
Heathcliff kicked his to the same place.,Wuthering Heights,0.1292620452094679,0.26206576822571465,0.6086721865648175,0.0,0,0,1,0,Wuthering Heights,0.6086721865648175,1.0,0.34660641833910283
"Sometimes they were the expressive eyes of Henry, languishing in death, the dark orbs nearly covered by the lids and the long black lashes that fringed them; sometimes it was the watery, clouded eyes of the monster, as I first saw them in my chamber at Ingolstadt.",Frankenstein,0.0,0.26199164739793157,0.3905271489054451,0.34748120369662333,0,1,1,1,Wuthering Heights,0.3905271489054451,3.0,0.04304594520882177
One must value old friends.,Anna Karenina,0.0,0.675130330121287,0.1284932873279582,0.19637638255075485,0,1,0,0,Anna Karenina,0.675130330121287,1.0,0.47875394757053213
Levin had begun to feel the pangs of a sportsman s envy.,Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"Any relic of the dead is precious, if they were valued living.",Wuthering Heights,0.06410567718017102,0.651946056045182,0.1559228506158456,0.12802541615880147,0,1,1,0,Anna Karenina,0.651946056045182,2.0,0.49602320542933637
"And there you see the distinction between our feelings: had he been in my place, and I in his, though I hated him with a hatred that turned my life to gall, I never would have raised a hand against him.",Wuthering Heights,0.0,0.2594343555862368,0.34797674290103825,0.39258890151272496,0,1,1,1,Frankenstein,0.39258890151272496,3.0,0.044612158611686714
"Rather small, but a fine thing.",Anna Karenina,0.0,0.798927988817764,0.1368640196081133,0.06420799157412273,0,1,0,0,Anna Karenina,0.798927988817764,1.0,0.6620639692096506
"At the very moment when Vronsky thought that now was the time to overtake Mahotin, Frou-Frou herself, understanding his thoughts, without any incitement on his part, gained ground considerably, and began getting alongside of Mahotin on the most favorable side, close to the inner cord.",Anna Karenina,0.0,1.0,0.0,0.0,0,1,0,0,Anna Karenina,1.0,1.0,1.0
"And we all, including the rustic youth, drew round the table: an austere silence prevailing while we discussed our meal.",Wuthering Heights,0.26176706077037837,0.38880801362494566,0.349424925604676,0.0,1,1,1,0,Anna Karenina,0.38880801362494566,3.0,0.039383088020269685
The good-looking young woman came into the outer room with the full pails dragging at her shoulders.,Anna Karenina,0.0,0.9355281973428549,0.06447180265714511,0.0,0,1,0,0,Anna Karenina,0.9355281973428549,1.0,0.8710563946857097
Our plan is this.,Anna Karenina,0.0,0.9342643281468311,0.06573567185316881,0.0,0,1,0,0,Anna Karenina,0.9342643281468311,1.0,0.8685286562936623
and what does not recall her?,Wuthering Heights,0.0,0.6696704894758985,0.19943285371427666,0.13089665680982487,0,1,1,0,Anna Karenina,0.6696704894758985,2.0,0.4702376357616218
"Be happy, my friend; and if you obey me in this one request, remain satisfied that nothing on earth will have the power to interrupt my tranquillity.",Frankenstein,0.0,0.1957843422865359,0.19572355140615263,0.6084921063073114,0,0,0,1,Frankenstein,0.6084921063073114,1.0,0.4127077640207755
"Oh, well, when once you get an idea into your head!...",Anna Karenina,0.1306423104519414,0.7395440057842354,0.12981368376382313,0.0,0,1,0,0,Anna Karenina,0.7395440057842354,1.0,0.608901695332294
Our little voyages of discovery were often prolonged by the successive objects that presented themselves.,Frankenstein,0.0,0.2609918310128976,0.13056549272069298,0.6084426762664095,0,0,0,1,Frankenstein,0.6084426762664095,1.0,0.3474508452535119
"Turn me over on the other side, he would say, and immediately after he would ask to be turned back again as before.",Anna Karenina,0.0,0.40900459006170353,0.526127625785007,0.06486778415328939,0,1,1,0,Wuthering Heights,0.526127625785007,2.0,0.11712303572330351
"Well, what do you mean to say, then?",Anna Karenina,0.06642021343348727,0.7349755869086838,0.19860419965782897,0.0,0,1,0,0,Anna Karenina,0.7349755869086838,1.0,0.5363713872508549
"I have so often thought so, that now I don t think about it or know anything about it.",Anna Karenina,0.13147033858592838,0.8685296614140716,0.0,0.0,0,1,0,0,Anna Karenina,0.8685296614140716,1.0,0.7370593228281432
"The father of their charge was one of those Italians nursed in the memory of the antique glory of Italy one among the _schiavi ognor frementi,_ who exerted himself to obtain the liberty of his country.",Frankenstein,0.0,0.5803020910374568,0.06476052660576986,0.3549373823567734,0,1,0,1,Anna Karenina,0.5803020910374568,2.0,0.22536470868068337
"His soul is as hellish as his form, full of treachery and fiend-like malice.",Frankenstein,0.0,0.6623124978051997,0.19930886171192835,0.13837864048287193,0,1,0,1,Anna Karenina,0.6623124978051997,2.0,0.4630036360932714
"He d be capable of coming to seek me, to tease Edgar.",Wuthering Heights,0.06345158792076189,0.13445314967674624,0.8020952624024918,0.0,0,0,1,0,Wuthering Heights,0.8020952624024918,1.0,0.6676421127257456
Is that a woman in breeches?,Anna Karenina,0.0,0.6086158747439153,0.3913841252560846,0.0,0,1,0,0,Anna Karenina,0.6086158747439153,1.0,0.2172317494878307
He was angry with him for galloping past and exciting his mare.,Anna Karenina,0.1324555164272721,0.8010650581006288,0.06647942547209909,0.0,0,1,0,0,Anna Karenina,0.8010650581006288,1.0,0.6686095416733566
There was nothing left for me but to think of my eternal salvation.,Anna Karenina,0.0,0.39968462381347813,0.19930589350150435,0.40100948268501757,0,1,0,1,Frankenstein,0.40100948268501757,2.0,0.001324858871539436
What can stop the determined heart and resolved will of man?,Frankenstein,0.0,0.6512119259402779,0.0,0.3487880740597221,0,1,0,1,Anna Karenina,0.6512119259402779,2.0,0.30242385188055576
How would such a friend repair the faults of your poor brother!,Frankenstein,0.0,0.39864602093832724,0.6013539790616728,0.0,0,0,1,1,Wuthering Heights,0.6013539790616728,2.0,0.20270795812334552
I believe you re envious.,Anna Karenina,0.06588348418102662,0.6716025992348225,0.26251391658415096,0.0,0,1,0,0,Anna Karenina,0.6716025992348225,1.0,0.4090886826506715
"Miss Catherine, as the ninny calls her, will discover his value, and send him to the devil.",Wuthering Heights,0.13135450480297953,0.5863702479898193,0.2822752472072012,0.0,0,1,1,0,Anna Karenina,0.5863702479898193,2.0,0.3040950007826181
Nobody moved.,The Adventures of Alice in Wonderland,0.14884611575705486,0.5883843141070103,0.2627695701359349,0.0,1,1,0,0,Anna Karenina,0.5883843141070103,2.0,0.3256147439710754
Is this gentle and lovely being lost for ever?,Frankenstein,0.06609650270908153,0.534181939220625,0.13235969841381753,0.2673618596564759,0,1,0,1,Anna Karenina,0.534181939220625,2.0,0.26682007956414905
"Kostya, do you know I ve only fifty roubles left?",Anna Karenina,0.1310586391809655,0.6742344431010556,0.1947069177179789,0.0,0,1,0,0,Anna Karenina,0.6742344431010556,1.0,0.47952752538307675
Come here and kneel down again!,Wuthering Heights,0.1304287892107769,0.3301070291464681,0.539464181642755,0.0,0,0,1,0,Wuthering Heights,0.539464181642755,1.0,0.2093571524962869
Nay; you are making a jest of it: it is exceedingly ill-natured!,Wuthering Heights,0.06852916130139057,0.524437645917494,0.40703319278111544,0.0,0,1,1,0,Anna Karenina,0.524437645917494,2.0,0.11740445313637854
"He caught a glimpse of the broad, smooth, black and piebald back of Hollandka.",Anna Karenina,0.0,0.8717882572242,0.06390327452493143,0.06430846825086865,0,1,0,0,Anna Karenina,0.8717882572242,1.0,0.8074797889733313
Don t get angry.,Anna Karenina,0.0,0.47204307712361704,0.33188500295969725,0.19607191991668574,0,1,1,0,Anna Karenina,0.47204307712361704,2.0,0.1401580741639198
Hindley was not there.,Wuthering Heights,0.0,0.8522428277867781,0.1477571722132219,0.0,0,1,1,0,Anna Karenina,0.8522428277867781,2.0,0.7044856555735561
"he said, pointing to four persons on horseback, and two in a _char- -banc_, coming along the road.",Anna Karenina,0.0,0.9302766645734438,0.0,0.06972333542655619,0,1,0,0,Anna Karenina,0.9302766645734438,1.0,0.8605533291468876
Nothing indeed could be more unfortunate and agonising than the strange chances that have lately occurred.,Frankenstein,0.06837909811007295,0.4539930390112251,0.12838314230064427,0.3492447205780577,0,1,0,1,Anna Karenina,0.4539930390112251,2.0,0.1047483184331674
"It s impossible to give one s heart to a school or such institutions in general, and I believe that s just why philanthropic institutions always give such poor results.",Anna Karenina,0.0,0.7413300360166627,0.06465277178221883,0.19401719220111843,0,1,0,0,Anna Karenina,0.7413300360166627,1.0,0.5473128438155442
"Alice said nothing: she had never been so much contradicted in her life before, and she felt that she was losing her temper.",The Adventures of Alice in Wonderland,0.3433729696153729,0.5921177548834614,0.06450927550116568,0.0,1,1,0,0,Anna Karenina,0.5921177548834614,2.0,0.24874478526808852
"Heathcliff was hard to discover, at first.",Wuthering Heights,0.06398244985681949,0.7191410018934096,0.15133825539605864,0.0655382928537123,0,1,1,0,Anna Karenina,0.7191410018934096,2.0,0.567802746497351
"So she set to work, and very soon finished off the cake.",The Adventures of Alice in Wonderland,0.15169019344559828,0.6526540388238994,0.1309856682624331,0.06467009946806923,1,1,0,0,Anna Karenina,0.6526540388238994,2.0,0.5009638453783011
I felt as if I was about the commission of a dreadful crime and avoided with shuddering anxiety any encounter with my fellow creatures.,Frankenstein,0.0,0.06573190126509912,0.2673545016499829,0.6669135970849179,0,0,0,1,Frankenstein,0.6669135970849179,1.0,0.399559095434935
"Oh, damnation!",Wuthering Heights,0.0,0.5328003146630175,0.4671996853369825,0.0,0,1,1,0,Anna Karenina,0.5328003146630175,2.0,0.065600629326035
interrupted Alice.,The Adventures of Alice in Wonderland,0.4696625022956302,0.1957227154274282,0.33461478227694164,0.0,1,0,1,0,The Adventures of Alice in Wonderland,0.4696625022956302,2.0,0.1350477200186886
Alexey Alexandrovitch had disliked this new enthusiastic fervor.,Anna Karenina,0.0,0.9351317470573748,0.0648682529426252,0.0,0,1,0,0,Anna Karenina,0.9351317470573748,1.0,0.8702634941147496
"People will throw stones at me, I know, she said, but I shall come and see Anna; yes, I shall certainly come.",Anna Karenina,0.1318079526206943,0.3492158628217644,0.45420087251618346,0.06477531204135782,0,1,1,0,Wuthering Heights,0.45420087251618346,2.0,0.10498500969441904
"As it drew nearer I observed that it was the Swiss diligence; it stopped just where I was standing, and on the door being opened, I perceived Henry Clerval, who, on seeing me, instantly sprung out.",Frankenstein,0.0,0.0,0.6539856774377927,0.3460143225622073,0,0,1,1,Wuthering Heights,0.6539856774377927,2.0,0.30797135487558536
But what did you want the carpenter for?,Anna Karenina,0.0,0.8683168425455668,0.1316831574544331,0.0,0,1,0,0,Anna Karenina,0.8683168425455668,1.0,0.7366336850911337
"Yes, as her son.",Anna Karenina,0.1977100757388126,0.7381886982838657,0.06410122597732174,0.0,0,1,0,0,Anna Karenina,0.7381886982838657,1.0,0.5404786225450531
"Thank God, she s quite well again.",Anna Karenina,0.0,0.9366224145183119,0.06337758548168815,0.0,0,1,0,0,Anna Karenina,0.9366224145183119,1.0,0.8732448290366237
_Parlour_!,Wuthering Heights,0.19902755260070668,0.401072683459457,0.3998997639398363,0.0,0,1,1,0,Anna Karenina,0.401072683459457,2.0,0.0011729195196207298
"In Moscow he sometimes found a gray hair in his head, dropped asleep after dinner, stretched, walked slowly upstairs, breathing heavily, was bored by the society of young women, and did not dance at balls.",Anna Karenina,0.0,0.8053584960911758,0.06462344504229588,0.13001805886652826,0,1,0,0,Anna Karenina,0.8053584960911758,1.0,0.6753404372246475
"Veslovsky, beside me, walk beside me!",Anna Karenina,0.0,0.6006274147336116,0.26742281446625205,0.1319497708001363,0,1,0,0,Anna Karenina,0.6006274147336116,1.0,0.33320460026735954
"He pulled his whiskers to cover the yawn, and shook himself together.",Anna Karenina,0.13282789557547406,0.7359519517344892,0.13122015269003673,0.0,0,1,0,0,Anna Karenina,0.7359519517344892,1.0,0.6031240561590152
The crown of all my wishes will be the union of those two.,Wuthering Heights,0.06407346704206586,0.5866796225136119,0.22011018830021892,0.12913672214410324,0,1,1,0,Anna Karenina,0.5866796225136119,2.0,0.36656943421339305
"This circumstance, added to his well-known integrity and dauntless courage, made me very desirous to engage him.",Frankenstein,0.0,0.0,0.32760835723286996,0.67239164276713,0,0,0,1,Frankenstein,0.67239164276713,1.0,0.3447832855342601
"He concealed it from her; but if ever he heard me answer sharply, or saw any other servant grow cloudy at some imperious order of hers, he would show his trouble by a frown of displeasure that never darkened on his own account.",Wuthering Heights,0.0,0.6551448969654198,0.27943888661816546,0.06541621641641478,0,1,1,0,Anna Karenina,0.6551448969654198,2.0,0.3757060103472543
"Here s Lavrenty, said Vronsky, looking out of the window; now we can go, if you like.",Anna Karenina,0.06465949267158529,0.6751818962178932,0.19555049387452106,0.06460811723600053,0,1,0,0,Anna Karenina,0.6751818962178932,1.0,0.4796314023433721
"I could pass my life here, said he to me; and among these mountains I should scarcely regret Switzerland and the Rhine.",Frankenstein,0.0,0.13013167462875655,0.19588371795147824,0.6739846074197652,0,0,0,1,Frankenstein,0.6739846074197652,1.0,0.47810088946828694
"But he had selected quotations so adroitly that for people who had not read the book (and obviously scarcely anyone had read it) it seemed absolutely clear that the whole book was nothing but a medley of high-flown phrases, not even as suggested by marks of interrogation used appropriately, and that the author of the book was a person absolutely without knowledge of the subject.",Anna Karenina,0.0,0.739421294248035,0.1950568349410005,0.06552187081096449,0,1,0,0,Anna Karenina,0.739421294248035,1.0,0.5443644593070345
"The woman rose, came out from behind the screen, and saw Konstantin.",Anna Karenina,0.0,0.9354376870510139,0.06456231294898611,0.0,0,1,0,0,Anna Karenina,0.9354376870510139,1.0,0.8708753741020279
We shall make our bed of dried leaves; the sun will shine on us as on man and will ripen our food.,Frankenstein,0.12931749445943516,0.5836387142960073,0.12977926554395358,0.15726452570060392,0,1,0,1,Anna Karenina,0.5836387142960073,2.0,0.42637418859540344
"I perceived he was bent on refusing my mediation, so very reluctantly I went up to the library, and announced the unseasonable visitor, advising that he should be dismissed till next day.",Wuthering Heights,0.0,0.13178404071463048,0.7371289783845231,0.1310869809008464,0,0,1,0,Wuthering Heights,0.7371289783845231,1.0,0.6053449376698926
Who can describe their horror and consternation on beholding me?,Frankenstein,0.0,0.13244903679695758,0.19692950539504522,0.6706214578079972,0,0,0,1,Frankenstein,0.6706214578079972,1.0,0.473691952412952
"We were in the middle of winter, the wind blew strong from the north-east, and I objected.",Wuthering Heights,0.0654464720355346,0.06632259493319774,0.8038848904277487,0.06434604260351903,0,0,1,0,Wuthering Heights,0.8038848904277487,1.0,0.737562295494551
"The nurse, with a gesture of despair, went to it, took it from the wet-nurse s arms, and began walking up and down, rocking it.",Anna Karenina,0.0,0.8701295044506128,0.12987049554938726,0.0,0,1,0,0,Anna Karenina,0.8701295044506128,1.0,0.7402590089012255
"How are you, Arhip!",Anna Karenina,0.06347339149682749,0.8074330386773524,0.06527712537977422,0.06381644444604588,0,1,0,0,Anna Karenina,0.8074330386773524,1.0,0.7421559132975781
"We ran from the top of the Heights to the park, without stopping Catherine completely beaten in the race, because she was barefoot.",Wuthering Heights,0.26378008013144166,0.45428119828360264,0.21727754721714798,0.06466117436780772,1,1,1,0,Anna Karenina,0.45428119828360264,3.0,0.19050111815216098
Fair means!,Wuthering Heights,0.06420018334268153,0.7168866494609203,0.15443141135124483,0.06448175584515334,0,1,1,0,Anna Karenina,0.7168866494609203,2.0,0.5624552381096755
"Well, will Kitty cease looking at me as she looked at me today?",Anna Karenina,0.0,0.7416684287191053,0.19437111968476828,0.06396045159612637,0,1,0,0,Anna Karenina,0.7416684287191053,1.0,0.547297309034337
"His eyes, wide and wet, at last flashed fiercely on her; his breast heaved convulsively.",Wuthering Heights,0.0,0.8683343733722846,0.13166562662771547,0.0,0,1,1,0,Anna Karenina,0.8683343733722846,2.0,0.7366687467445692
"It hurt her to stir up these feelings, but yet she knew that that was the best part of her soul, and that that part of her soul would quickly be smothered in the life she was leading.",Anna Karenina,0.0,0.9330527771296802,0.0,0.06694722287031982,0,1,0,0,Anna Karenina,0.9330527771296802,1.0,0.8661055542593603
"When the preparations were finished, he invited me with Now, sir, bring forward your chair.",Wuthering Heights,0.0,0.7308135371561519,0.20234212760418469,0.06684433523966343,0,1,1,0,Anna Karenina,0.7308135371561519,2.0,0.5284714095519673
"Such men are unfaithful, but their home and wife are sacred to them.",Anna Karenina,0.0643634720846657,0.8711378983237399,0.0,0.06449862959159439,0,1,0,0,Anna Karenina,0.8711378983237399,1.0,0.8066392687321455
"But as soon as he moved, the door of his room opened and Kitty peeped out.",Anna Karenina,0.0,0.805777217832417,0.19422278216758304,0.0,0,1,0,0,Anna Karenina,0.805777217832417,1.0,0.6115544356648339
"It was Monday evening, I replied, and this is Thursday night, or rather Friday morning, at present.",Wuthering Heights,0.06474351602675077,0.32787611771997766,0.47725497635675507,0.13012538989651654,0,1,1,0,Wuthering Heights,0.47725497635675507,2.0,0.1493788586367774
